subjID,playerColor,compColor,exptPart,trialNumber,playerRole,liarPlayer,marblesSampled,probabilityRed,drawnRed,drawnBlue,reportedDrawn,reportedRed,reportedBlue,callBS,redTrialScore,blueTrialScore,redTotalScore,blueTotalScore,responseTime,trialTime,currStartTime,currEndTime,catchQuestion,catchResponse,catchKey
visitor-3np9b,red,blue,trial,11,detector,blue,6,0.5,0,0,6,0,6,FALSE,0,0,24,6,12848,12848,1621901837477,1621901850325,blue,"['TRUE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'TRUE']","['blue', 'red', 'red', 'blue', 'red', 'red', 'blue']"
visitor-3np9b,red,blue,trial,12,detector,blue,6,0.5,4,2,2,4,2,TRUE,1,2,24,6,13265,21640,1621901851328,1621901872968,-1,-1,-1
visitor-3np9b,red,blue,trial,13,liar,red,6,0.5,0,0,2,4,2,TRUE,0,0,38,16,10681,10681,1621901893404,1621901904085,red,"['TRUE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']","['red', 'red', 'red', 'red', 'blue', 'blue', 'blue']"
visitor-3np9b,red,blue,trial,14,liar,red,6,0.5,2,4,2,2,4,FALSE,2,4,38,16,14795,31628,1621901905089,1621901936717,-1,-1,-1
visitor-3np9b,red,blue,trial,15,liar,red,6,0.5,4,2,5,5,1,TRUE,0,6,38,16,8832,26003,1621901937723,1621901963726,-1,-1,-1
visitor-3np9b,red,blue,trial,16,liar,red,6,0.5,4,2,6,6,0,TRUE,0,6,38,16,8577,25478,1621901964743,1621901990221,-1,-1,-1
visitor-3np9b,red,blue,trial,17,liar,red,6,0.5,0,6,1,1,5,FALSE,1,5,38,16,14746,29564,1621901991226,1621902020791,-1,-1,-1
visitor-3np9b,red,blue,trial,18,liar,red,6,0.5,1,5,5,5,1,TRUE,0,6,38,16,16420,33052,1621902021796,1621902054848,-1,-1,-1
visitor-3np9b,red,blue,trial,19,liar,red,6,0.5,6,0,0,0,6,FALSE,0,6,41,43,11417,28025,1621902058360,1621902086386,-1,-1,-1
visitor-3np9b,red,blue,trial,20,liar,red,6,0.5,5,1,4,4,2,TRUE,0,6,41,43,15471,33112,1621902087393,1621902120506,-1,-1,-1
visitor-3np9b,red,blue,trial,21,liar,red,6,0.5,2,4,2,2,4,FALSE,2,4,41,43,5677,22761,1621902121510,1621902144271,-1,-1,-1
visitor-3np9b,red,blue,trial,22,liar,red,6,0.5,3,3,4,4,2,FALSE,4,2,41,43,3605,17954,1621902145277,1621902163232,-1,-1,-1
visitor-3np9b,red,blue,trial,23,liar,red,6,0.5,0,0,4,4,2,FALSE,0,0,41,43,10072,10072,1621902164236,1621902174308,blue,"['TRUE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE']","['blue', 'red', 'blue', 'red', 'blue', 'red', 'red']"
visitor-3np9b,red,blue,trial,24,liar,red,6,0.5,2,4,2,2,4,TRUE,2,1,41,43,9276,24619,1621902175315,1621902199935,-1,-1,-1
visitor-jkrx7,red,blue,trial,1,detector,blue,6,0.5,3,3,3,3,3,FALSE,3,3,0,0,13645,22415,1634249501884,1634249524300,-1,-1,-1
visitor-jkrx7,red,blue,trial,2,detector,blue,6,0.5,4,2,6,0,6,TRUE,6,0,0,0,14882,23580,1634249526715,1634249550296,-1,-1,-1
visitor-jkrx7,red,blue,trial,3,detector,blue,6,0.5,5,1,3,3,3,TRUE,6,0,0,0,11161,19609,1634249553516,1634249573125,-1,-1,-1
visitor-jkrx7,red,blue,trial,4,detector,blue,6,0.5,4,2,4,2,4,FALSE,2,4,0,0,18304,27028,1634249576187,1634249603216,-1,-1,-1
visitor-jkrx7,red,blue,trial,5,detector,blue,6,0.5,3,3,3,3,3,FALSE,3,3,0,0,11425,20000,1634249607044,1634249627044,-1,-1,-1
visitor-jkrx7,red,blue,trial,6,detector,blue,6,0.5,0,0,3,3,3,FALSE,0,0,0,0,14525,14529,1634249631065,1634249645594,red,"['TRUE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'TRUE']","['red', 'blue', 'red', 'red', 'blue', 'blue', 'red']"
visitor-jkrx7,red,blue,trial,7,detector,blue,6,0.5,0,6,6,0,6,TRUE,-3,6,20,10,8850,17448,1634249649108,1634249666558,-1,-1,-1
visitor-jkrx7,red,blue,trial,8,detector,blue,6,0.5,3,3,5,1,5,TRUE,6,0,20,10,8580,16954,1634249669226,1634249686181,-1,-1,-1
visitor-jkrx7,red,blue,trial,9,detector,blue,6,0.5,0,0,5,1,5,TRUE,0,0,20,10,6292,6296,1634249690979,1634249697275,blue,"['TRUE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE']","['blue', 'red', 'blue', 'red', 'blue', 'red', 'red']"
visitor-jkrx7,red,blue,trial,10,detector,blue,6,0.5,4,2,2,4,2,FALSE,4,2,20,10,12914,21368,1634249700184,1634249721552,-1,-1,-1
visitor-jkrx7,red,blue,trial,11,detector,blue,6,0.5,4,2,0,6,0,TRUE,6,0,20,10,16769,25145,1634249724554,1634249749700,-1,-1,-1
visitor-jkrx7,red,blue,trial,12,detector,blue,6,0.5,3,3,1,5,1,FALSE,5,1,20,10,12266,20752,1634249754075,1634249774828,-1,-1,-1
visitor-jkrx7,red,blue,trial,13,liar,red,6,0.5,2,4,2,2,4,FALSE,2,4,38,19,5391,23608,1634249797458,1634249821067,-1,-1,-1
visitor-jkrx7,red,blue,trial,14,liar,red,6,0.5,0,0,2,2,4,FALSE,0,0,38,19,7619,7623,1634249835215,1634249842838,red,"['FALSE', 'FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'TRUE']","['blue', 'blue', 'blue', 'red', 'red', 'red', 'red']"
visitor-jkrx7,red,blue,trial,15,liar,red,6,0.5,4,2,4,4,2,FALSE,4,2,38,19,6362,22491,1634249845702,1634249868194,-1,-1,-1
visitor-jkrx7,red,blue,trial,16,liar,red,6,0.5,0,6,0,0,6,FALSE,0,6,38,19,5502,21730,1634249871402,1634249893133,-1,-1,-1
visitor-jkrx7,red,blue,trial,17,liar,red,6,0.5,3,3,3,3,3,TRUE,3,0,38,19,4057,19696,1634249897795,1634249917492,-1,-1,-1
visitor-jkrx7,red,blue,trial,18,liar,red,6,0.5,4,2,4,4,2,TRUE,4,-1,38,19,6358,21501,1634249920647,1634249942149,-1,-1,-1
visitor-jkrx7,red,blue,trial,19,liar,red,6,0.5,0,0,4,4,2,TRUE,0,0,51,30,6188,6193,1634249945660,1634249951853,blue,"['TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE', 'TRUE', 'TRUE']","['blue', 'red', 'red', 'red', 'red', 'blue', 'blue']"
visitor-jkrx7,red,blue,trial,20,liar,red,6,0.5,5,1,5,5,1,TRUE,5,-2,51,30,6019,21190,1634249954150,1634249975341,-1,-1,-1
visitor-jkrx7,red,blue,trial,21,liar,red,6,0.5,2,4,2,2,4,FALSE,2,4,51,30,5498,20633,1634249977286,1634249997920,-1,-1,-1
visitor-jkrx7,red,blue,trial,22,liar,red,6,0.5,6,0,6,6,0,TRUE,6,-3,51,30,3113,18151,1634250000205,1634250018356,-1,-1,-1
visitor-jkrx7,red,blue,trial,23,liar,red,6,0.5,1,5,1,1,5,TRUE,1,2,51,30,6175,20999,1634250020285,1634250041285,-1,-1,-1
visitor-jkrx7,red,blue,trial,24,liar,red,6,0.5,1,5,1,1,5,FALSE,1,5,51,30,2665,18274,1634250043815,1634250062089,-1,-1,-1
visitor-6j8pj,blue,red,trial,1,liar,blue,6,0.5,6,0,6,0,6,TRUE,6,0,0,0,13495,32906,1634001079812,1634001112719,-1,-1,-1
visitor-6j8pj,blue,red,trial,2,liar,blue,6,0.5,0,0,6,0,6,TRUE,0,0,0,0,11174,11179,1634001113746,1634001124925,blue,"['FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE']","['red', 'red', 'blue', 'blue', 'blue', 'red', 'red']"
visitor-6j8pj,blue,red,trial,3,liar,blue,6,0.5,3,3,3,3,3,TRUE,0,3,0,0,16608,37497,1634001125949,1634001163448,-1,-1,-1
visitor-6j8pj,blue,red,trial,4,liar,blue,6,0.5,4,2,2,4,2,FALSE,4,2,0,0,12873,31214,1634001164480,1634001195696,-1,-1,-1
visitor-6j8pj,blue,red,trial,5,liar,blue,6,0.5,2,4,4,2,4,FALSE,2,4,0,0,11436,30331,1634001196735,1634001227067,-1,-1,-1
visitor-6j8pj,blue,red,trial,6,liar,blue,6,0.5,5,1,5,1,5,FALSE,1,5,0,0,6452,25296,1634001228093,1634001253390,-1,-1,-1
visitor-6j8pj,blue,red,trial,7,liar,blue,6,0.5,2,4,4,2,4,FALSE,2,4,13,14,11452,30900,1634001256981,1634001287882,-1,-1,-1
visitor-6j8pj,blue,red,trial,8,liar,blue,6,0.5,0,0,4,2,4,FALSE,0,0,13,14,19022,19026,1634001288902,1634001307928,red,"['TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'TRUE']","['red', 'red', 'red', 'blue', 'blue', 'blue', 'red']"
visitor-6j8pj,blue,red,trial,9,liar,blue,6,0.5,1,5,5,1,5,FALSE,1,5,13,14,10794,29250,1634001308948,1634001338199,-1,-1,-1
visitor-6j8pj,blue,red,trial,10,liar,blue,6,0.5,2,4,4,2,4,FALSE,2,4,13,14,7518,25938,1634001339219,1634001365157,-1,-1,-1
visitor-6j8pj,blue,red,trial,11,liar,blue,6,0.5,0,6,0,6,0,FALSE,6,0,13,14,12377,33501,1634001366195,1634001399698,-1,-1,-1
visitor-6j8pj,blue,red,trial,12,liar,blue,6,0.5,2,4,4,2,4,TRUE,-1,4,13,14,7462,27966,1634001400746,1634001428713,-1,-1,-1
visitor-6j8pj,blue,red,trial,13,detector,red,6,0.5,1,5,4,4,2,TRUE,0,6,23,31,16849,25321,1634001465439,1634001490761,-1,-1,-1
visitor-6j8pj,blue,red,trial,14,detector,red,6,0.5,3,3,3,3,3,FALSE,3,3,23,31,10388,18899,1634001491792,1634001510692,-1,-1,-1
visitor-6j8pj,blue,red,trial,15,detector,red,6,0.5,3,3,6,6,0,TRUE,0,6,23,31,4277,12700,1634001511721,1634001524421,-1,-1,-1
visitor-6j8pj,blue,red,trial,16,detector,red,6,0.5,3,3,3,3,3,FALSE,3,3,23,31,4366,13114,1634001525574,1634001538690,-1,-1,-1
visitor-6j8pj,blue,red,trial,17,detector,red,6,0.5,0,6,0,0,6,FALSE,0,6,23,31,1567,9949,1634001539712,1634001549662,-1,-1,-1
visitor-6j8pj,blue,red,trial,18,detector,red,6,0.5,0,0,0,0,6,FALSE,0,0,23,31,12861,12864,1634001550689,1634001563553,red,"['TRUE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'TRUE', 'FALSE']","['red', 'blue', 'red', 'blue', 'red', 'red', 'blue']"
visitor-6j8pj,blue,red,trial,19,detector,red,6,0.5,3,3,5,5,1,TRUE,0,6,29,55,6069,14840,1634001567071,1634001581912,-1,-1,-1
visitor-6j8pj,blue,red,trial,20,detector,red,6,0.5,0,0,5,5,1,TRUE,0,0,29,55,18467,18470,1634001582938,1634001601408,blue,"['FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'TRUE']","['red', 'blue', 'red', 'blue', 'red', 'red', 'blue']"
visitor-6j8pj,blue,red,trial,21,detector,red,6,0.5,2,4,3,3,3,FALSE,3,3,29,55,4405,12829,1634001602519,1634001615350,-1,-1,-1
visitor-6j8pj,blue,red,trial,22,detector,red,6,0.5,2,4,1,1,5,TRUE,0,6,29,55,3087,11523,1634001616465,1634001627991,-1,-1,-1
visitor-6j8pj,blue,red,trial,23,detector,red,6,0.5,4,2,5,5,1,TRUE,0,6,29,55,5537,14352,1634001629190,1634001643543,-1,-1,-1
visitor-6j8pj,blue,red,trial,24,detector,red,6,0.5,3,3,3,3,3,FALSE,3,3,29,55,8155,16780,1634001644599,1634001661380,-1,-1,-1
visitor-th39o,red,blue,trial,1,liar,red,6,0.5,2,4,6,6,0,FALSE,6,0,0,0,9754,24982,1634250936907,1634250961891,-1,-1,-1
visitor-th39o,red,blue,trial,2,liar,red,6,0.5,6,0,6,6,0,TRUE,6,-3,0,0,8126,23227,1634250965044,1634250988272,-1,-1,-1
visitor-th39o,red,blue,trial,3,liar,red,6,0.5,0,6,2,2,4,FALSE,2,4,0,0,3660,19154,1634250991323,1634251010478,-1,-1,-1
visitor-th39o,red,blue,trial,4,liar,red,6,0.5,4,2,4,4,2,TRUE,4,-1,0,0,4144,19760,1634251012800,1634251032561,-1,-1,-1
visitor-th39o,red,blue,trial,5,liar,red,6,0.5,0,0,4,4,2,TRUE,0,0,0,0,6200,6206,1634251034713,1634251040919,red,"['TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'TRUE', 'TRUE']","['red', 'red', 'blue', 'blue', 'blue', 'red', 'red']"
visitor-th39o,red,blue,trial,6,liar,red,6,0.5,3,3,3,3,3,TRUE,3,0,0,0,1612,17368,1634251042811,1634251060179,-1,-1,-1
visitor-th39o,red,blue,trial,7,liar,red,6,0.5,0,0,3,3,3,TRUE,0,0,21,0,5594,5597,1634251063689,1634251069286,blue,"['FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'TRUE']","['red', 'red', 'blue', 'red', 'blue', 'red', 'blue']"
visitor-th39o,red,blue,trial,8,liar,red,6,0.5,2,4,2,2,4,FALSE,2,4,21,0,5300,20748,1634251071106,1634251091855,-1,-1,-1
visitor-th39o,red,blue,trial,9,liar,red,6,0.5,1,5,1,1,5,FALSE,1,5,21,0,1832,16991,1634251094158,1634251111150,-1,-1,-1
visitor-th39o,red,blue,trial,10,liar,red,6,0.5,6,0,6,6,0,TRUE,6,-3,21,0,2189,17711,1634251113161,1634251130872,-1,-1,-1
visitor-th39o,red,blue,trial,11,liar,red,6,0.5,5,1,1,1,5,FALSE,1,5,21,0,3358,20206,1634251133448,1634251153655,-1,-1,-1
visitor-th39o,red,blue,trial,12,liar,red,6,0.5,1,5,1,1,5,FALSE,1,5,21,0,2397,17218,1634251156542,1634251173762,-1,-1,-1
visitor-th39o,red,blue,trial,13,detector,blue,6,0.5,5,1,2,4,2,FALSE,4,2,32,16,11195,19780,1634251196045,1634251215827,-1,-1,-1
visitor-th39o,red,blue,trial,14,detector,blue,6,0.5,2,4,4,2,4,TRUE,-1,4,32,16,7816,16207,1634251217668,1634251233875,-1,-1,-1
visitor-th39o,red,blue,trial,15,detector,blue,6,0.5,4,2,4,2,4,TRUE,6,0,32,16,11410,20005,1634251236668,1634251256675,-1,-1,-1
visitor-th39o,red,blue,trial,16,detector,blue,6,0.5,3,3,6,0,6,TRUE,6,0,32,16,29051,37492,1634251259066,1634251296559,-1,-1,-1
visitor-th39o,red,blue,trial,17,detector,blue,6,0.5,3,3,5,1,5,FALSE,1,5,32,16,3366,11782,1634251298498,1634251310280,-1,-1,-1
visitor-th39o,red,blue,trial,18,detector,blue,6,0.5,0,0,5,1,5,FALSE,0,0,32,16,5870,5873,1634251312497,1634251318370,red,"['TRUE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'TRUE']","['red', 'blue', 'red', 'red', 'blue', 'blue', 'red']"
visitor-th39o,red,blue,trial,19,detector,blue,6,0.5,4,2,4,2,4,FALSE,2,4,48,27,7401,15796,1634251321882,1634251337679,-1,-1,-1
visitor-th39o,red,blue,trial,20,detector,blue,6,0.5,0,0,4,2,4,FALSE,0,0,48,27,5482,5486,1634251339879,1634251345365,blue,"['TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE', 'TRUE', 'TRUE']","['blue', 'red', 'red', 'red', 'red', 'blue', 'blue']"
visitor-th39o,red,blue,trial,21,detector,blue,6,0.5,3,3,1,5,1,FALSE,5,1,48,27,26670,35066,1634251347542,1634251382610,-1,-1,-1
visitor-th39o,red,blue,trial,22,detector,blue,6,0.5,4,2,0,6,0,FALSE,6,0,48,27,7126,15813,1634251385009,1634251400822,-1,-1,-1
visitor-th39o,red,blue,trial,23,detector,blue,6,0.5,1,5,5,1,5,TRUE,-2,5,48,27,8428,16956,1634251402639,1634251419596,-1,-1,-1
visitor-th39o,red,blue,trial,24,detector,blue,6,0.5,0,6,6,0,6,FALSE,0,6,48,27,3127,11518,1634251421704,1634251433223,-1,-1,-1
visitor-p9wgk,blue,red,trial,1,liar,blue,6,0.5,4,2,2,4,2,TRUE,1,2,0,0,18110,33779,1629399585630,1629399619411,-1,-1,-1
visitor-p9wgk,blue,red,trial,2,liar,blue,6,0.5,3,3,3,3,3,TRUE,0,3,0,0,7811,25443,1629399620512,1629399645979,-1,-1,-1
visitor-p9wgk,blue,red,trial,3,liar,blue,6,0.5,0,6,6,0,6,FALSE,0,6,0,0,6588,23047,1629399647087,1629399670139,-1,-1,-1
visitor-p9wgk,blue,red,trial,4,liar,blue,6,0.5,2,4,4,2,4,TRUE,-1,4,0,0,5851,21785,1629399671284,1629399693077,-1,-1,-1
visitor-p9wgk,blue,red,trial,5,liar,blue,6,0.5,1,5,5,1,5,TRUE,-2,5,0,0,7312,24082,1629399694160,1629399718244,-1,-1,-1
visitor-p9wgk,blue,red,trial,6,liar,blue,6,0.5,0,0,5,1,5,TRUE,0,0,0,0,6964,6969,1629399719401,1629399726370,red,"['TRUE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'TRUE', 'FALSE']","['red', 'blue', 'red', 'blue', 'red', 'red', 'blue']"
visitor-p9wgk,blue,red,trial,7,liar,blue,6,0.5,0,0,5,1,5,TRUE,0,0,-2,20,6268,6272,1629399729937,1629399736209,blue,"['FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']","['red', 'blue', 'blue', 'blue', 'red', 'red', 'red']"
visitor-p9wgk,blue,red,trial,8,liar,blue,6,0.5,6,0,0,6,0,TRUE,3,0,-2,20,6469,22804,1629399737352,1629399760160,-1,-1,-1
visitor-p9wgk,blue,red,trial,9,liar,blue,6,0.5,3,3,3,3,3,TRUE,0,3,-2,20,8128,24376,1629399761210,1629399785591,-1,-1,-1
visitor-p9wgk,blue,red,trial,10,liar,blue,6,0.5,3,3,3,3,3,TRUE,0,3,-2,20,5526,21685,1629399786688,1629399808380,-1,-1,-1
visitor-p9wgk,blue,red,trial,11,liar,blue,6,0.5,5,1,1,5,1,TRUE,2,1,-2,20,5754,22437,1629399809517,1629399831956,-1,-1,-1
visitor-p9wgk,blue,red,trial,12,liar,blue,6,0.5,4,2,2,4,2,FALSE,4,2,-2,20,8105,23670,1629399833040,1629399856712,-1,-1,-1
visitor-p9wgk,blue,red,trial,13,detector,red,6,0.5,0,0,2,4,2,FALSE,0,0,7,29,5433,5438,1629399874036,1629399879474,blue,"['TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'TRUE']","['blue', 'red', 'blue', 'red', 'red', 'red', 'blue']"
visitor-p9wgk,blue,red,trial,14,detector,red,6,0.5,4,2,4,4,2,TRUE,4,-1,7,29,22921,31459,1629399880620,1629399912080,-1,-1,-1
visitor-p9wgk,blue,red,trial,15,detector,red,6,0.5,3,3,3,3,3,FALSE,3,3,7,29,19383,28049,1629399913216,1629399941265,-1,-1,-1
visitor-p9wgk,blue,red,trial,16,detector,red,6,0.5,2,4,6,6,0,TRUE,0,6,7,29,15977,24490,1629399942405,1629399966896,-1,-1,-1
visitor-p9wgk,blue,red,trial,17,detector,red,6,0.5,3,3,3,3,3,FALSE,3,3,7,29,13288,21964,1629399968026,1629399989991,-1,-1,-1
visitor-p9wgk,blue,red,trial,18,detector,red,6,0.5,3,3,0,0,6,TRUE,0,6,7,29,14206,22689,1629399991132,1629400013823,-1,-1,-1
visitor-p9wgk,blue,red,trial,19,detector,red,6,0.5,4,2,1,1,5,FALSE,1,5,17,46,12778,21452,1629400017377,1629400038831,-1,-1,-1
visitor-p9wgk,blue,red,trial,20,detector,red,6,0.5,3,3,4,4,2,TRUE,0,6,17,46,12182,20651,1629400039964,1629400060616,-1,-1,-1
visitor-p9wgk,blue,red,trial,21,detector,red,6,0.5,3,3,3,3,3,FALSE,3,3,17,46,10979,19727,1629400061752,1629400081480,-1,-1,-1
visitor-p9wgk,blue,red,trial,22,detector,red,6,0.5,4,2,5,5,1,TRUE,0,6,17,46,13029,21553,1629400082623,1629400104177,-1,-1,-1
visitor-p9wgk,blue,red,trial,23,detector,red,6,0.5,1,5,2,2,4,FALSE,2,4,17,46,12496,20916,1629400105295,1629400126212,-1,-1,-1
visitor-p9wgk,blue,red,trial,24,detector,red,6,0.5,0,0,2,2,4,FALSE,0,0,17,46,7412,7419,1629400127414,1629400134833,red,"['TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'TRUE', 'TRUE']","['red', 'blue', 'red', 'blue', 'blue', 'red', 'red']"
